,text,weight
1579,"Khách 1636: nặng 55kg, cao 1m7",55kg
1580,Khách 1639: E cao 1m57 nặng 54kg,54kg
1581,Khách 1640: 48kg cao1m55 size nào vừa ạ,48kg
1582,Khách 1643: Cao 168 nặng 54ky ạ,54ky
1583,Khách 1644: Mình cao 1m65 nặng 55kg thì size gì vừa ạ,55kg
1584,Khách 1645: E cao mét7 nặng 55kg thì vừa size M ko ạ hay lên size L,55kg
1585,Khách 1647: E cao 1m65 nặng 50 51 kg mặc size gì shop,51 kg
1586,Khách 1652: E nặg 48kg  cao 1m55 nha chị,48kg
1587,Khách 1660: e oi c cao 155 nặng 47 kg size bn vừa hả e !,47 kg
1588,Khách 1664: E cao 1m65 nặng 53kg ạ,53kg
1589,Khách 1666: Em 55kg cao 1m6,55kg
1590,Khách 1669: Minh cao 1m57 nặng 49-50kg,50kg
1591,"Khách 1686: Mình cao 1,57 năng 55k",55k
1592,Khách 1687: 1m59 nặng 58bkis,58
1593,Khách 1721: 48 kg m53,48 kg
1594,Khách 1728: Shop ơi e cao 1m6 53 cân,53 cân
1595,Khách 1734: Cao 1m57 56kg,56kg
1596,Khách 1747: Mình 1m53 47kg thì mặc size gì ạ,47kg
1597,Khách 1748: Mình 1m6 52kg,52kg
1598,Khách 1750: Em 1m50 51kí mặc size M vừa hok ak,51kí
1599,Khách 1774: E dat hag  nay 48kg 1m68,48kg
1600,Shop: chuws L là rộng so với 48kg m68 lắm,48kg
1601,Khách 1775: 1m68 nặng 48kg,48kg
1602,Khách 1778: E cao 1m52 nặng 43ký mặc size nào vừa v shop,43ký
1603,Shop: Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/thoitranghume/photos/a.142770340797826/204169624657897/?type=3&av=104247154650145&eav=AfakTm4TXz3zoShxiaPSAbhy9J8mJ5KGAayYrTQh0ANmSm2pz8UqFVofBH3XFJuI5y4&comment_id=217117716696421),5KG
1604,Khách 1792: Nang 45k cao 1m50,45k
1605,Khách 1794: E 1m57 ..năng 51kg,51kg
1606,Khách 1796: Mình 1m67 54kg ạ,54kg
1607,Khách 1796: 1m67 54kg ạ,54kg
1608,Khách 1798: Chi cao 158m nang 45và 155m nang 53kg,53kg|/| 45
1609,Khách 1800: E cao 1m6 nặng 43kg ạ,43kg
1610,Khách 1818: Cao 1m55 nặng 60 có k shop,60
1611,"Khách 1819: Chị 45kg, cao 1m57",45kg
1612,Khách 2841: E cao1m59 nang 56 kg,56 kg
1613,Khách 2846: 50ki 160 ạ,50ki
1614,Khách 2856: E cao m63 nặng 43kg thì mặc sz nào ạ ?,43kg
1615,Khách 2867: E nặng 43kg.  Cao 1m60 ạh,43kg
1616,Khách 2869: E cao 1m55 nặng 58kg,58kg
1617,Khách 2870: Dạ 1m6 nặng 49kg size gì ạ,49kg
1618,"Khách 2871: Da cam on ,e nag 40k cao co m55",40k
1619,"Khách 2873: 52kis, m52",52ki
1620,Khách 2876: E 45.kí cao 156,45.kí
1621,Khách 2877: 55ky cao 1m55,55ky
1622,Khách 2879: Dạ 45kg m65,45kg
1623,Khách 2882: Mình cao 1m58 năng 54kg,54kg
1624,Khách 2886: Can nang 44kg.c.cao 1.48,44kg
1625,Khách 2887: 1m63 48kh,48k
1626,Khách 2912: mình 55 kí cao 1m65,55 kí
1627,Khách 2914: 45kg 1m6,45kg
1628,Khách 2925: 40kg cao 1m56 bạn,40kg
1629,Khách 2946: Em nặng 41 kg cao 1m56,41 kg
1630,Khách 2950: 1m6. 58kg vừa k ạ,58kg
1631,Khách 2952: 1m53 50kg size gì ạ!,50kg
1632,Khách 2957: Em 48kg cao m58,48kg
1633,Khách 2964: M50 47kg,47kg
1634,Khách 2967: Minh cao 1m53 nặng 50kg,50kg
1635,Khách 2972: E 47 kg 1m 53,47 kg
1636,Khách 2980: 52kg cao 1m58 mặc size j ạ,52kg
1637,Khách 2983: 60 kí cao 1m6,60 kí
1638,Khách 2986: em 48k va cao 1m58 aj, 48k
1639,Khách 2995: E 60kg cao 1m6,60kg
1640,Khách 3002: Da Em 54kg 1m60 thì mặc size gì shop,54kg
1641,Khách 3005: E 56 kg 1m50 mặt size gì,56 kg
1642,"Khách 3006: cao 1m5, nặng 40kg",40kg
1643,"Khách 3008: Dạ em 47kg,. 1m530  ạ",47kg
1644,Khách 3017: Em nặng 52kg cao m58 qj,52kg
1645,Khách 3018: cao 1m65 nặng 48 ạ,48
1646,Khách 3027: 1m66 nặng 52kg,52kg
1647,M55 54kg eo 82 vừa ko shop?,54kg
1648,Khách 3041: Nang 44ky.cao m47 mặc dep k ship,44ky
1649,Khách 4082: cao 1m55 nang 44kg,44kg
1650,Khách 4086: 48kg 1m5 ạ,48kg
1651,"Khách 4125: Mình 46kg, 1m55",46kg
1652,Khách 4128: 1 m 65 nặng 53 ký,53 ký
1653,Khách 4135: Cai 1m68 nặng 52kg,52kg
1654,Khách 4145: 1.60m 57kg vừa k ai,57kg
1655,Khách 4148: 1m50.60kg,60kg
1656,"Khách 4161: Em cao 155cm, 47kg, eo 70 sz nào ạ",47kg
1657,Khách 4164: 1m65 nagwj 60,60
1658,Khách 4168: 1m55. 44kg,44kg
1659,Khách 4175: Dạ 1m50 nặng 45kg ạ,45kg
1660,Khách 4177: mh 1m57 nặng 70kg mặc vừa ko ạ,70kg
1661,Khách 4186: 46kg 1m50 thì mặc size nào đc vậy shop,46kg
1662,Khách 4188: 50k 1m55 ạ,50k
1663,Khách 4189: E 47kg cao 1m54,47kg
1664,Khách 4195: Dạ m58 46kg ạ size nao ạ,46kg
1665,Khách 4205: 50kg cao1m53,50kg
1666,Khách 4212: 45kg cao 150,45kg
1667,Khách 4216: cao 1m56 năng 62 ky,62 ky
1668,Khách 4219: 1m56 48kg,48kg
1669,Khách 4222: Chất vải j vậy ạ..... E nặng 50kg cao 1m58,50kg
1670,Khách 4227: E 1m68 nang 56kg,56kg
1671,Khách 4235: 1m58 57 kí ạ,57 kí
1672,Khách 4249: 1m57 nặng 52kg,52kg
1673,Shop: Dạ mẫu m64 nặng 46kg mặc size S ạ eo 60,46kg
1674,Khách 4266: 52kg cao1m55,52kg
1675,Khách 4275: 56kg cao 1m59,56kg
1676,Khách 4279: 1m55 nặng 48kg,48kg
1677,Khách 4282: 52kg .cao 1m 59,52kg
1678,Khách 4282: Cân nặng 52kg cao 1m59,52kg
1679,Khách 4283: Dạ em cao 1m6 nặng 58 ký ạ,58 ký
1680,Khách 4284: 40kg m55 mac vua ko shop,40kg
1681,Khách 4294: E nặng 45kg cao m65 mặc size nhì,45kg
1682,Shop: Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/thoitranghume/photos/a.131376055270588/166329155108611/?type=3&av=104247154650145&eav=AfZF75rIXJj5rY2nROMhScozrwmxSS9kY8-z8DnKjAplgV-i30FkM1OPdyVNloFfENk&comment_id=171414317933428),9kY
1683,"Khách 4300: 150m,43-44kg ạ",43-44kg
1684,Khách 4301: 1m53 53kg,53kg
1685,Khách 4302: 66kg cao 160,66kg
1686,"Khách 4304: Cao 1m55,nặng 45kg",45kg
1687,Khách 4324: E 1m47 nặng 40kg ạ,40kg
1688,Khách 4328: E m45 44kg thì có mặc đc k ạ,44kg
1689,Khách 4335: 53kg cao m56,53kg
1690,Shop: 46kg cao m58 ạ,46kg
1691,"Khách 4368: 48 kg, 1m58 size nào ạ",48 kg
1692,"Khách 4368: 46kg ,1m55 mặc size cỡ nào z shop",46kg
1693,Khách 4379: 65 kg cao 1m65,65 kg
1694,Khách 4382: Dạ 1m6 55kg ạ,55kg
1695,Khách 4383: M60 65kg,65kg
1696,"Khách 4387: 1m67,45kg",45kg
1697,"Khách 4387: 1m67, 45kg",45kg
1698,Khách 4391: 47 ky mặc size nao shop 1m56,47 ky
1699,Khách 4393: Dạ e 42 kí cao 1m6,42 kí
1700,Khách 4398: Mình nặng 58kg cao 1m 63 có vừa hok,58kg
1701,Khách 4402: Mk cao 1m66 nặng 65kg,65kg
1702,Khách 4412: 1m48.nặng 50kg,50kg
1703,Khách 4413: dạ em cao 1.57 nặng 47 kg,47 kg
1704,Khách 4421: E 60ki 1m58,60ki
1705,Khách 4427: Em 40k cao 1.46 ak,40k
1706,Khách 4428: E m55 60kg lận k biết có vừa k,60kg
1707,Khách 4429: Dạ cao m49 nặng 43 kg ạ,43 kg
1708,Khách 4442: 63kg 1m63 vừa k ạ,63kg
1709,Khách 4457: E nặng 58kg cao 1m56 shop tv size dùm e với,58kg
1710,Khách 4466: 58ki cao 1m56,58ki
1711,Khách 4469: 1m55 52kg,52kg
1712,Khách 4498: 1m65 50kg,50kg
1713,Khách 4499: 1m53 49kg,49kg
1714,Khách 4501: 1m 58 nag 61 kg,61 kg
1715,Shop: chị m50 45kg bình thường chị mặc đồ size gì ạ,45kg
1716,Khách 4517: Shop ơi m55 nặng 44kg,44kg
1717,Với m50 nặng 45kg,45kg
1718,Khách 4519: Dạ 1m55 nặng 52kg ạ,52kg
1719,Khách 4520: Cao 1m6 nặg 51kg,51kg
1720,Khách 4527: 1m58 57 kg,57 kg
1721,"Khách 4530: Cao 1,6m ,60kg",60kg
1722,"Khách 4531: Em 1m65, 50kg size j ạ",50kg
1723,Khách 4547: Minh cao 1m 52 nặng 48kg,48kg
1724,Khách 4551: 50kg 1m56 ạ,50kg
1725,Khách 4554: 1m60 64kg vua không vậy,64kg
1726,Khách 5096: E 65kí 1m60,65kí
1727,Khách 5121: E cao m55 nặng 45kg,45kg
1728,Khách 5128: Minh cao158 nặng 59kg,59kg
1729,Khách 5152: M 58 N 55kg,55kg
1730,Khách 5173: em 44kg cao 1m53 c à,44kg
1731,Khách 5178: 54ky.1m 58,54ky
1732,Khách 5181: M cao 1m65 nặng 55 kg,55 kg
1733,Khách 5188: E 1m54 nặng 43.5 kg mặc size bé nhất có vừa k ạ? Vì bình thường e mặc đồ thiết kế mà size s vẫn bị rộng ấy ạ,43.5 kg
1734,Khách 5188: E cao 1m54 nặng 43.5 kg ạ,43.5 kg
1735,Khách 5195: Cao 1m67 nặng 63 kg có vưa k,63 kg
1736,Khách 5220: 1m65 57kg mặc vừa ko ạ,57kg
1737,Khách 5226: 49kg 1m58 mặc sz gi b,49kg
1738,Khách 5230: 1m68 55kg mặc Size gì shop,55kg
1739,Khách 5233: 60kg 1m55 vừa ko ạ,60kg
1740,Khách 5238: Em 50kg cao 1m55,50kg
1741,Khách 5259: Em 1m50 _62kg,62kg
1742,Khách 5264: 41kg cao 1m55,41kg
1743,Khách 5265: 1m55. 45kg ạ,45kg
1744,Khách 5274: 42kg 1m50 ạ,42kg
1745,Khách 5275: cao 165 nặng 60,60
1746,Khách 5276: 50kg cao 1m55,50kg
1747,Khách 5278: 45kí 1m50,45kí
1748,Khách 5283: 65kg 1m68,65kg
1749,Khách 5288: 1m64 47kg mặc size gì vậy ạ,47kg
1750,"Khách 5319: E nặng 49kg, cao 1m6 mặc siza nào shop?",49kg
1751,Khách 5321: E cao 1m58 56kg,56kg
1752,Khách 5340: M63 nặng 50kg,50kg
1753,Khách 5348: E 41kg 1m54 ạ,41kg
1754,Khách 5353: m54 nặng 54 kg,54 kg
1755,Khách 5354: 1m66 59kg,59kg
1756,Khách 5363: C cao 1m55 nặng 55kg,55kg
1757,Khách 5376: Cô ấy 1m6 nặng 46kg ạ,46kg
1758,Khách 5377: Mình m50 44kg mặc sz j vậy shop,44kg
1759,Khách 5382: M 1m52 nặng 48kg size gì ạ,48kg
1760,Khách 5389: Mình m50 nặng 51kg mặc đc k ạ,51kg
1761,Khách 5417: 60kg 166,60kg
1762,Khách 5427: 66kg 1m6 vua k ạ,66kg
1763,Khách 5428: dạ cao 1m 50 nặng 50 kg e mập bụng,50 kg
1764,Khách 5434: E 1m6 nặng 65kg có size k,65kg
1765,Khách 5437: Em 55kg cao 1m63,55kg
1766,Khách 5447: 1m56 57kg mặc sz gì,57kg
1767,Khách 5471: 1m6 nặng 54kg ạk,54kg
1768,Khách 5529: E lấy mẫu này. 50kg. 1m58 mặc size gì shop,50kg
1769,Khách 5532: Bộ này cao 1m 60 nặng 64 kg vừa k sohp,64 kg
1770,Khách 5551: 1m64 49 kg mặc vừa size nào ạ,49 kg
1771,Khách 5573: 1m 62. Nặng 47 kí,47 kí
1772,Khách 5574: Dạ c cho e xem mấy mẫu 40kg á c. E m50,40kg
1773,Khách 5581: Dạ m54 nặng 53 kí mặc size nào đc ạ,53 kí
1774,Khách 5583: Em 1m6 62kg vừa  ko v c,62kg
1775,Khách 5594: Mẫu này cao 1 m58 nặng 58 mặt vữa ko ạ,58
1776,"Khách 5596: cao 1m6, nặng 57kg thì size L đúng k shop",57kg
1777,Khách 5597: 1m6 58kg,58kg
1778,Khách 5600: Chị 54 ký cao 1m50,54 ký
1779,Khách 5601: 1m6 nặng 47kg,47kg
1780,Khách 5627: 1m50 46kg mặc size gì ạ,46kg
1781, Khách 8175: Chị nặng 50 cao 1m58,50
1782, Khách 8182: Mình cao 1m69 nặng 54 kg măc side M bộ này dc k shop,54 kg
1783, Khách 8191: Cao 1m6 nang 52kg,52kg
1784, Khách 8237: Chị 1m53 nặng 49,49
1785, Khách 8249: 46k. Cao 1m57 mặc vừa kg, 46k
1786, Khách 8256: Chị 47kg cao 1m56,47kg
1787, Shop: khoảng 52kg trên m6 đổ xuống vua ak,52kg
1788," Khách 8337: Có sét nào moden cho bé 40 kj cao 1m 48, eo cỡ 70 k e, mặt đi tiệc",40 kj
1789," Khách 8337: Bên e có cv có quần hoặc nguyên bộ cv để mặt đi làm công sở k e, 50 kj , cao 157 , eo cỡ 73 trở lại", 50 kj
1790, Khách 8341: Cho mình hỏi c chủ cao bao nhiêu và nặng bn ạ, Khách 8341: Cho mình hỏi c chủ cao bao nhiêu và nặng bn ạ
1791, Khách 8348: E 1m54 47kg mặc áo này size S hay M ạ.. e đặt cái màu trắng ạ tư vấn giúp e,47kg
1792, Khách 8348: Shop ơi áo này e 1m54 47kg mặc size S hay M ạ. E đặt 1 cái màu trắng rồi mà k biết vừa size nào,47kg
1793, Khách 8356: Cao 157cm nặng 54 kí sdtxxxxx,54 kí
1794, Khách 8367: Chi cao 1m50 nang 43,43
1795, Khách 8374: Ok shop.minh sinh em be .ko co đo.50 kg 1m52,50 kg
1796, Khách 8387: Em cao m57 nặng 47kg eo 66cm ạ,47kg
1797, Khách 8397: 40kg m50 mặc dk k shop?,40kg
1798, Khách 8398: E cao 1m60 nặng 57ký có vừa hk ạk,57ký
1799, Khách 8402: 1m52 51kg ý,51kg
1800, Khách 8417: Cao 1m59 nặng 56kg mang vừa không ạ,56kg
1801, Khách 8417: Cho e hỏi này cao 1m60 nặng 56kg mang vừa không ạ,56kg
1802,Khách 1325: m42 45kg vừa k shop,45kg
1803,Khách 1326: T cao 1m59 nặng 49kg,49kg
1804,"Khách 1327: Cao 1m58, nặng 50kg  mặc size nào vậy",50kg
1805,Khách 1333: Dạ em 57kg m162 ạ,57kg
1806,Khách 1336: e cao 1m53 năngj 56kg,56kg
1807,Khách 1336: set này có size cho ng 56kg k ạ. Cao 1m53 ạ,56kg
1808,Khách 1352: 51kg cao 1m57 ạ,51kg
1809,Khách 1354: Có size cỡ 1m7 mà 70kg ko shop ơi,70kg
1810,"Khách 1357: 55ki, m1,62 mặc sz ji ạ",55ki
1811,"Khách 1357: 1m62,55ki",55ki
1812,Khách 1361: 1m55 48kg mẵ size gì v shop,48kg
1813,Khách 1362: Em nặng 48kg.1m50,48kg
1814,Khách 1364: E 53kg 1m 65,53kg
1815,Khách 1365: M57 62 kg,62 kg
1816,"Khách 1373: Dạ 1m55, 48kg ạ",48kg
1817,Khách 1375: 48kg cam m50 ah,48kg
1818,Khách 1376: M68 58kg ạ,58kg
1819,Khách 1377: Mình cao m6 nặng 55ky,55ky
1820,Shop: Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/thoitranghume/photos/a.142770340797826/204169624657897/?type=3&av=104247154650145&eav=AfZtKRhpwt-pCRCjac-W00m8xD2BkbmsQdXBgX3IudRGSvSXsC7KgEm63I571b9Fxqg&comment_id=225827975825395),7Kg
1821,Khách 1398: 1m58 năng 51 size nào shop,51
1822,Khách 1399: M48. 38kg mặc vừa s không ạ?,38kg
1823,Khách 1424: c 1m5 46kg,46kg
1824,Khách 1425: Dạ em cao 1m65 nặng 48kg ạ,48kg
1825,Khách 1435: Mình 1m5. Nặng 43kg. Chắc size S vừa r á,43kg
1826,Khách 1443: 1m52 57kg,57kg
1827,Khách 1463: 1m50 nặng 45kg mặc size j v shop,45kg
1828,Khách 1473: dạ e 54 ký 1m54 ạ,54 ký
1829,Khách 1477: mẫu này 58kg 1m60 vua k ạ,58kg
1830,Khách 1478: Cao 1m48 nặng 50kg,50kg
1831,Khách 1479: Mình m52 nặng 40kg,40kg
1832,Khách 1486: 60kí cao 1m65 vừa không ah,60kí
1833,Khách 1488: 51kg-1m53,51kg
1834,Khách 1490: Em cao 1m63 nặng 55kg thì mặc size gì được ạ,55kg
1835,Khách 1492: 60kg. 1m58,60kg
1836,Khách 1506: Mình mua cho mẹ mình size 60kg 1m55,60kg
1837,Khách 1507: 1m68 nang 60,60
1838,Khách 1515: E 1m57 nang 50 kg,50 kg
1839,Khách 1539: E cao m67 nang 62 ki vừa k ạ,62 ki
1840, mình tên Hương nặng 45kg cao 1m52,45kg
1841, Shop: MẪU 1M53 NẶNG 43KG Ạ,43KG
1842, Khách 9617: Mình 46kg 1m3 mặc size S dc phải k s,46kg
1843, Khách 9639: Sze M 1m65 50kg nha b,50kg
1844, Khách 9650: E cao 1 m 54 nặng 48 kg eo 74 shop lấy size dùm e nhé,48 kg
1845, Khách 9655: E 47 ki 1m50,47 ki
1846, Khách 9658: Chị cao 164 nặng 57 kí bình thường chị mặc sai l,57 kí
1847," Khách 9665: 1m58, 52kg",52kg
1848, Khách 9668: Ma này 60ki m63 vừa ko e,60ki
1849, Khách 9675: Lấy chị 1 cái cao 1.62 nặng 49kg,49kg
1850, Khách 9676: Da  e 58kg cao 1m58 xxxxx,58kg
1851, Khách 9719: Shop ơi 1m57 56kg thì mặc size nào zị,56kg
1852, Khách 9721: Shop oi 1m55 . 54kg . Eo 75 mặc size gi vạy ạ,54kg
1853, Khách 9724: 57 58kg cao 1m58 mặc size bn,57 58kg
1854, Khách 9728: Dạ e 153 nặng 50kg nhé shop,50kg
1855, Khách 9728: C cao 1m53 nặng 50kg mặc dc ko e?,50kg
1856, Khách 9735: váy này size 46kg 1m55 ạ,46kg
1857, Khách 9785: M cao 1m56 nặng 49kg,49kg
1858, Shop: MẪU 1M53 NẶNG 43KG Ạ,43KG
1859," Khách 9816: Size M nhe chi , 1m65 nặng 52kg",52kg
1860," Khách 9817: Chị đầm này em nhé. Màu nâu size cho 53kg cao 1,58m em nhé",53kg
1861, Khách 9842: E cao 1m63 nặng 55kg á,55kg
1862, Khách 9844: 43kg 1m52,43kg
1863, Khách 9853: E 52ky cao m53 á shop,52ky
1864, Khách 9888: 3 mẫu này cao m6 nặng 60kg mặc vua ko,60kg
1865, Khách 9890: Em cao 1m67 nặng 52 kí,52 kí
1866, Khách 9901: cv size L còn k shop 55kg cao 1m62,55kg
1867," Chị cao 1,54cm nặng 57kg eo 80 vừa k",57kg
1868, Khách 9912: 57kg 1m57 vừa k ạ.,57kg
1869, Khách 9912: 56kg 1.57m vừa k ạ,56kg
1870, Khách 9924: Còn xanh 50kg m 52,50kg
1871, Khách 9924: Lấy e váy vàng cho ng 48kg m58,48kg
1872, Khách 9977: M58. 50kg mặc size gì ạ,50kg
1873, Khách 11498: Cao 1 m6 nặng 53kg eo 74cm chọn size dùm chị nha,53kg
1874, Khách 11516: 49kg m 50,49kg
1875," Khách 11519: E cao 1m52, nặng 48kg ạ",48kg
1876, Khách 11531: Chị cao 1m68 nặng 55kg,55kg
1877, Khách 11551: Cân nặng 59kg nha chị cao 1m60 nha chị,59kg
1878, Khách 11553: E cao 1m55 nặng 47kg mặc sz nào thì được vậy shop,47kg
1879," Khách 11579: 55 kí cao 1,6 m mặc vừa k e",55 kí
1880, Khách 11581: Size cho người cao 1’63 nặng 49kg nha,49kg
1881, Khách 11601: 1m6 nang 51kg,51kg
1882, Khách 11609: M63 54kg ạ,54kg
1883, Khách 11646: Én 46kg cao 1m55,46kg
1884, Khách 11659: chị cao 1.65 nặng 53 kg,53 kg
1885, Shop: dạ 1m53 41kg nha c,41kg
1886, Khách 11660: cho em hoi chị cao và nặng bao nhiêu vậy?, Khách 11660: cho em hoi chị cao và nặng bao nhiêu vậy?
1887, Khách 11660: c cao và nặng boa nhiêu vậy?, Khách 11660: c cao và nặng boa nhiêu vậy?
1888, Khách 11740: 44kg. 1m52 vừa k ạ,44kg
1889, Khách 11744: 45kg 1m57,45kg
1890, Khách 11753: E cao 1m55 nặng  56ky mặc vừa  set đó k ạh,56ky
1891," Khách 11799: Bộ này cao 1,52m nặng 52 kg vừa hk shop",52 kg
1892, Khách 11821: Cao 1.56 nặng 58 có vừa k shop,58
1893, Khách 12701: C cao 1m62 nặng 47kg,47kg
1894," Khách 12702: Em cao 1m63,nặng 55kg",55kg
1895, Khách 12704: C cao 1m53 nặng 45kg,45kg
1896, Khách 12709: M58 nặng 55kg,55kg
1897, Khách 12710: 1m65 nặng 55kg,55kg
1898, Khách 12712: C cao 1m65 nặng 54kg,54kg
1899, Khách 12720: Chi cao 1m6 nang 54kg,54kg
1900," Khách 12726: Mình cao 1,6m nặng 50kg",50kg
1901," Khách 12757: Chị cao 1,6m nặng 55 kg , size L vừa ko em ?",55 kg
1902, Khách 12771: mình cao 1m59 nặng 53kg,53kg
1903, Khách 12777: c m65 nặng 56kg eo 67,56kg
1904, Khách 12777: c m65 nặng 56kg eo 67,56kg
1905, Khách 12780: Ak quên nữa e 55kg cao 1m60 vòng eo 80 mặc ok k c,55kg
1906, Khách 12789: Em 56ky cao 1m63,56ky
1907, Khách 12835: E 41kg cao 1m51 mặc đc ko ạ,41kg
1908, Khách 12847: Chị cao 163 nặng 55 kg lấy sai  nào vừa gửi chị với,55 kg
1909, Khách 12859: Mình 1m55 nặng 58kg,58kg
1910, Khách 12893: Mình 51kg bụng to m52,51kg
1911, Khách 12915: Nang 44 kg cao 1m 56 mac size ji,44 kg
1912, Khách 12961: 53kg 1m65,53kg
1913, Khách 12966: 1 áo sọc 53kg cao 1m59,53kg
1914, Khách 13125: Này cũng vậy nặng 56ki cao 155 á shop,56ki
1915, Khách 13125: Màu này 1 size 56 kí cao 1m55,56 kí 
1916, Khách 13132: Chị cao 1m55 năng 53ky,53ky
1917, Khách 13134: Ok e..c 1m6. 52kg vừa k e,52kg
1918, Khách 13134: 1m6 53kg vừa k ạxxxxx,53kg
1919, Chị 1m55 nặng 53kg,53kg
1920, Khách 13147: Trần thị tuyên .chợ đức cơ .huyện đức cơ xxxxx mình lấy sai m nha .mình 53kg .1.6m,53kg
1921, Khách 13149: C 50ki cao 1m60 á em,50ki
1922, Khách 13164: Cao 1m49 nặng 44 kg b nhe,44 kg
1923, Khách 13164: Cao 1m49 nặng 44kg,44kg
1924," Khách 13164: Mình cao 1m50, nặng 44kg b nhe",44kg
1925, Khách 13166: 1m52 50kg,50kg
1926, Khách 13166: 1m52 50kg ạ,50kg
1927, Khách 13166: mình 50 kí 1m52,50 kí
1928," Khách 13207: Mẫu này còn không ạ 57ki,m56",57ki
1929," Khách 13216: Đc, thôn 1 thăng hưng, chưprông, gia lai,xxxxx , cao 1m60 nặng 51 ký ạ",51 ký
1930, Khách 13259: Chuẩn sét này size 47kg 1m6 giúp e nhé shop,47kg
1931, Khách 13266: 1m58 nặng 53kg,53kg
1932, Khách 13266: E cao 1m58 năng 53kg,53kg
1933, Khách 2102: Cao 1 m6 nặng 60 kg,60 kg
1934, Khách 2104: e nặng 56kg cao 162 k bit vua k,56kg 
1935, Khách 2135: 46kg 1m6 có rộng hay ko ạ,46kg 
1936," Khách 2135: C gửi màu này cho e,,, e 47kg,1m50",47kg
1937, Khách 2154: Nay con kg c.nang 57ky.cau 156,57ky
1938," Khách 2160: E 45kg, cao 1m58 á c",45kg
1939, Khách 2187: CAO 1M50 NẶNG 43KG Ạ,43KG 
1940, Khách 2191: C cao m63 nặng 56 kg thường mặc size m,56 kg
1941," Khách 2232: Mình 54kg, cao 1m6 mặc size nào bên shop bạn tư vấn giúp nha.",54kg
1942, Khách 4837: 3 set này còn sz cho ng cao 1m55 nặng 42 kg ko shop?,42 kg
1943, Khách 4837: Mn lấy sz cho ng cao 1m55 nặng 43kg shop nhé,43kg
1944," Khách 4854: E 51 kg, cao 1m6",51 kg
1945, Khách 4854: À e quên hỏi là 51kg 1m6 mặc vừa phải kg chị?,51kg
1946," Khách 4862: C 1m55, 50 ky",50 ky
1947," Khách 4862: C 1m55, 50 ky",50 ky
1948, Khách 4871: Đầm này 1m50 45 kg mặc vừa ko so,45 kg
1949, Khách 4871: Có đầm nào 1m50 45 kg mặc vừa ko.,45 kg
1950, Khách 4904: 1m60 nặng 50kg ak,50kg
1951, Khách 4926: 65 ký 1. 60 còn k,65 ký
1952, Khách 4926: 3 mẫu này 65 ký 1m 6 có còn k vậy,65 ký
1953, Khách 4926: Mẫu này vừa k chốt cho con gái chị 1.63 nặng 65 ký,65 ký
1954, Khách 4926: 65 ký 1m 60,65 ký
1955,Khách 811: Mk 1m60 47kg nha,47kg
1956,Khách 833: E 1m53 nặng 54k mặc sz j ạ,nặng 54k
1957,"Khách 840: Mấy nay 55kg, 1m63 có vua ko ạ",55kg
1958,Khách 844: 1m50 60kg,60kg
1959,"Khách 872: E cao 1m62 ,58kg",58kg
1960,Khách 874: E 1m62 .49ki,49ki
1961,Khách 896: E cao 1m54 nặng 46kg mặc size nào,46kg
1962,Khách 897: 1m57 54kg vừa ko shop,54kg
1963,"Khách 902: Minh cao 1m52, 46kg",46kg
1964,"Khách 904: M52, 55kg béo bụng có mặc đc ko ạ",55kg
1965,Khách 906: e cao m50 46 kí c,46 kí
1966,Khách 919: Mình cao m60 nặng 58kg,58kg
1967,Khách 923: 53kg cao 1m53 mặt sz nào vừa ạ,53kg
1968,Khách 936: 50kg 1m6,50kg
1969,Khách 960: E cao 1m6 nặng 46 kg,46 kg
1970,Khách 969: 1m 53 41kg,41kg
1971,Khách 973: 1m58 nặng 63kg,63kg
1972,Khách 986: 1m 58 ạ 58 kg ạ,58 kg
1973,Khách 989: Mình cao 1m62 nặng 49kg,49kg
1974,Khách 991: E cao 1m6 65kg,65kg
1975,Khách 1016: E m55 46kg ạ,46kg
1976,Khách 1033: mình cao s1m66 nặng 52kg,52kg
1977,Khách 1034: C cao m153 nặng 56kg,56kg
1978,Khách 1041: E nặng 49kg. Cao 150,49kg
1979,Khách 1042: Em cao 1m55 nặng 46kg ạ,46kg
1980,Khách 1047: 150cm và 41kg,41kg
1981,Khách 1051: Cao 1m54 nặng 60kg ạ,60kg
1982,"Shop: mình Nặng 47kg, 1m55 mặc sze M rộng á chị",47kg
1983,"Khách 1052: Nặng 47kg, 1m55 mặc size j vừa ạ",47kg
1984,Khách 1054: 1m6 53kg,53kg
1985,"Khách 5628: Mình cao 1m6,nặng 51kg",51kg
1986,Khách 5631: 57kg cao 1m60 ạ,57kg
1987,Khách 5640: 1m55 50kg mặc vừa ko ạ,50kg
1988,Khách 5645: 1m58 nặng 50kg,50kg
1989,Khách 5647: B ơi cao 1m6 nặng 58kg eo 78 có vừa k b,58kg
1990,"Khách 5685: 50kg, 1m57 ạ",50kg
1991,Khách 5685: Em 50kg.. M57 ạ,50kg
1992,"Khách 5700: 1m60,nag53ky mag co vua  ko a",53ky
1993,Khách 5716: 52 kg cao 1m6 .,52 kg
